Security,BBRXBRBL Index                                                  ,
Start Date,26/3/2003 0:00,
End Date,26/3/2020 0:00,
Period,D,
,,
Date,PX_LAST,PX_MID
12/3/2008,-5.65,-5.65
11/3/2008,-6.81,-6.81
10/3/2008,-7.77,-7.77
9/3/2008,-7.56,-7.56
8/3/2008,-7.56,-7.56
7/3/2008,-7.56,-7.56
6/3/2008,-7.13,-7.13
5/3/2008,-5.93,-5.93
4/3/2008,-7.01,-7.01
3/3/2008,-6.83,-6.83
2/3/2008,-6.14,-6.14
1/3/2008,-6.14,-6.14
29/2/2008,-8.05,-8.05
28/2/2008,-6.7,-6.7
27/2/2008,-5.45,-5.45
26/2/2008,-5.32,-5.32
25/2/2008,-6.24,-6.24
24/2/2008,-6.87,-6.87
23/2/2008,-6.87,-6.87
22/2/2008,-6.87,-6.87
21/2/2008,-6.95,-6.95
20/2/2008,-7.43,-7.43
19/2/2008,-7.27,-7.27
18/2/2008,-6.79,-6.79
17/2/2008,-8.02,-8.02
16/2/2008,-8.02,-8.02
15/2/2008,-8.02,-8.02
14/2/2008,-7.21,-7.21
13/2/2008,-7.29,-7.29
12/2/2008,-8.29,-8.29
11/2/2008,-10.87,-10.87
10/2/2008,-10.11,-10.11
9/2/2008,-10.11,-10.11
8/2/2008,-10.11,-10.11
7/2/2008,-10.42,-10.42
6/2/2008,-8.31,-8.31
5/2/2008,-8.06,-8.06
4/2/2008,-6.42,-6.42
3/2/2008,-6.79,-6.79
2/2/2008,-6.79,-6.79
1/2/2008,-6.79,-6.79
31/1/2008,8.32,8.32
30/1/2008,7.24,7.24
29/1/2008,7.91,7.91
28/1/2008,6.9,6.9
27/1/2008,8.11,8.11
26/1/2008,8.11,8.11
25/1/2008,8.11,8.11
24/1/2008,5.76,5.76
23/1/2008,4.04,4.04
22/1/2008,6.15,6.15
21/1/2008,4.76,4.76
20/1/2008,8.16,8.16
19/1/2008,8.16,8.16
18/1/2008,8.16,8.16
17/1/2008,8.55,8.55
16/1/2008,9.04,9.04
15/1/2008,9.42,9.42
14/1/2008,10.07,10.07
13/1/2008,10.5,10.5
12/1/2008,10.5,10.5
11/1/2008,10.5,10.5
10/1/2008,9.93,9.93
9/1/2008,10.06,10.06
8/1/2008,10.74,10.74
7/1/2008,10.03,10.03
6/1/2008,10.15,10.15
5/1/2008,10.15,10.15
4/1/2008,10.15,10.15
3/1/2008,11.56,11.56
2/1/2008,10.75,10.75
1/1/2008,11.66,11.66
31/12/2007,26.59,26.59
30/12/2007,27.66,27.66
29/12/2007,27.66,27.66
28/12/2007,27.66,27.66
27/12/2007,28.78,28.78
26/12/2007,29.12,29.12
25/12/2007,29.27,29.27
24/12/2007,29.27,29.27
23/12/2007,27.89,27.89
22/12/2007,27.89,27.89
21/12/2007,27.89,27.89
20/12/2007,27.91,27.91
19/12/2007,27.43,27.43
18/12/2007,27.11,27.11
17/12/2007,26.42,26.42
16/12/2007,27.99,27.99
15/12/2007,27.99,27.99
14/12/2007,27.99,27.99
13/12/2007,27.45,27.45
12/12/2007,29.85,29.85
11/12/2007,28.4,28.4
10/12/2007,28.43,28.43
9/12/2007,28.1,28.1
8/12/2007,28.1,28.1
7/12/2007,28.1,28.1
6/12/2007,26.49,26.49
5/12/2007,27.19,27.19
4/12/2007,26.68,26.68
3/12/2007,27.41,27.41
2/12/2007,27.44,27.44
1/12/2007,27.44,27.44
30/11/2007,41.82,41.82
29/11/2007,39.5,39.5
28/11/2007,39.12,39.12
27/11/2007,37.38,37.38
26/11/2007,37.55,37.55
25/11/2007,39.2,39.2
24/11/2007,39.2,39.2
23/11/2007,39.2,39.2
22/11/2007,38.24,38.24
21/11/2007,36.69,36.69
20/11/2007,39.56,39.56
19/11/2007,37.98,37.98
18/11/2007,39.97,39.97
17/11/2007,39.97,39.97
16/11/2007,39.97,39.97
15/11/2007,41.13,41.13
14/11/2007,41.96,41.96
13/11/2007,40.73,40.73
12/11/2007,39.02,39.02
11/11/2007,38.44,38.44
10/11/2007,38.44,38.44
9/11/2007,38.44,38.44
8/11/2007,40.61,40.61
7/11/2007,42.31,42.31
6/11/2007,44.01,44.01
5/11/2007,43.41,43.41
4/11/2007,44.66,44.66
3/11/2007,44.66,44.66
2/11/2007,44.66,44.66
1/11/2007,46.24,46.24
31/10/2007,49.31,49.31
30/10/2007,48.85,48.85
29/10/2007,49.71,49.71
28/10/2007,49.87,49.87
27/10/2007,49.87,49.87
26/10/2007,49.87,49.87
25/10/2007,49.43,49.43
24/10/2007,48.64,48.64
23/10/2007,48.47,48.47
22/10/2007,48.58,48.58
21/10/2007,49.96,49.96
20/10/2007,49.96,49.96
19/10/2007,49.96,49.96
18/10/2007,50.02,50.02
17/10/2007,50.55,50.55
16/10/2007,50.38,50.38
15/10/2007,50.23,50.23
14/10/2007,51.86,51.86
13/10/2007,51.86,51.86
12/10/2007,51.86,51.86
11/10/2007,51.65,51.65
10/10/2007,51.31,51.31
9/10/2007,51.42,51.42
8/10/2007,51.25,51.25
7/10/2007,50.96,50.96
6/10/2007,50.96,50.96
5/10/2007,50.96,50.96
4/10/2007,50.08,50.08
3/10/2007,49.45,49.45
2/10/2007,49.26,49.26
1/10/2007,49.2,49.2
30/9/2007,68.39,68.39
29/9/2007,68.39,68.39
28/9/2007,68.39,68.39
27/9/2007,68.9,68.9
26/9/2007,68.17,68.17
25/9/2007,68.06,68.06
24/9/2007,68.87,68.87
23/9/2007,68.29,68.29
22/9/2007,68.29,68.29
21/9/2007,68.29,68.29
20/9/2007,66.06,66.06
19/9/2007,66.4,66.4
18/9/2007,63.77,63.77
17/9/2007,63.2,63.2
16/9/2007,65.76,65.76
15/9/2007,65.76,65.76
14/9/2007,65.76,65.76
13/9/2007,67.53,67.53
12/9/2007,67.39,67.39
11/9/2007,67.1,67.1
10/9/2007,65.89,65.89
9/9/2007,66.93,66.93
8/9/2007,66.93,66.93
7/9/2007,66.93,66.93
6/9/2007,68.3,68.3
5/9/2007,67.96,67.96
4/9/2007,69.11,69.11
3/9/2007,68.49,68.49
2/9/2007,68.62,68.62
1/9/2007,68.62,68.62
31/8/2007,53.92,53.92
30/8/2007,53.09,53.09
29/8/2007,51.98,51.98
28/8/2007,51.56,51.56
27/8/2007,53.21,53.21
26/8/2007,53.86,53.86
25/8/2007,53.86,53.86
24/8/2007,53.86,53.86
23/8/2007,52.79,52.79
22/8/2007,52.35,52.35
21/8/2007,49.52,49.52
20/8/2007,49.28,49.28
19/8/2007,49.06,49.06
18/8/2007,49.06,49.06
17/8/2007,49.06,49.06
16/8/2007,46.38,46.38
15/8/2007,50.22,50.22
14/8/2007,50.96,50.96
13/8/2007,51.86,51.86
12/8/2007,49.94,49.94
11/8/2007,49.94,49.94
10/8/2007,49.94,49.94
9/8/2007,53.55,53.55
8/8/2007,56.07,56.07
7/8/2007,54.46,54.46
6/8/2007,53.57,53.57
5/8/2007,54.47,54.47
4/8/2007,54.47,54.47
3/8/2007,54.47,54.47
2/8/2007,54.87,54.87
1/8/2007,53.46,53.46
31/7/2007,62.93,62.93
30/7/2007,61.55,61.55
29/7/2007,62.26,62.26
28/7/2007,62.26,62.26
27/7/2007,62.26,62.26
26/7/2007,63.05,63.05
25/7/2007,64.65,64.65
24/7/2007,65.35,65.35
23/7/2007,66.2,66.2
22/7/2007,66.24,66.24
21/7/2007,66.24,66.24
20/7/2007,66.24,66.24
19/7/2007,66.49,66.49
18/7/2007,65.95,65.95
17/7/2007,66.5,66.5
16/7/2007,66.71,66.71
15/7/2007,67.01,67.01
14/7/2007,67.01,67.01
13/7/2007,67.01,67.01
12/7/2007,67.11,67.11
11/7/2007,66.4,66.4
10/7/2007,66.98,66.98
9/7/2007,67.59,67.59
8/7/2007,67.82,67.82
7/7/2007,67.82,67.82
6/7/2007,67.82,67.82
5/7/2007,67.13,67.13
4/7/2007,67.54,67.54
3/7/2007,67.3,67.3
2/7/2007,67.18,67.18
1/7/2007,67.8,67.8
30/6/2007,70.71,70.71
29/6/2007,70.71,70.71
28/6/2007,70.03,70.03
27/6/2007,69.34,69.34
26/6/2007,69.75,69.75
25/6/2007,69.86,69.86
24/6/2007,70.1,70.1
23/6/2007,70.1,70.1
22/6/2007,70.1,70.1
21/6/2007,70.32,70.32
20/6/2007,70.62,70.62
19/6/2007,70.42,70.42
18/6/2007,70.22,70.22
17/6/2007,70.61,70.61
16/6/2007,70.61,70.61
15/6/2007,70.61,70.61
14/6/2007,70.18,70.18
13/6/2007,69.69,69.69
12/6/2007,69.42,69.42
11/6/2007,69.75,69.75
10/6/2007,69.21,69.21
9/6/2007,69.21,69.21
8/6/2007,69.21,69.21
7/6/2007,68.98,68.98
6/6/2007,69.46,69.46
5/6/2007,70.24,70.24
4/6/2007,70.3,70.3
3/6/2007,70.87,70.87
2/6/2007,70.87,70.87
1/6/2007,70.87,70.87
31/5/2007,71.96,71.96
30/5/2007,71.66,71.66
29/5/2007,71.84,71.84
28/5/2007,71.54,71.54
27/5/2007,71.95,71.95
26/5/2007,71.95,71.95
25/5/2007,71.95,71.95
24/5/2007,71.46,71.46
23/5/2007,71.82,71.82
22/5/2007,71.51,71.51
21/5/2007,71.38,71.38
20/5/2007,71.5,71.5
19/5/2007,71.5,71.5
18/5/2007,71.5,71.5
17/5/2007,70.9,70.9
16/5/2007,70.59,70.59
15/5/2007,70.44,70.44
14/5/2007,70.49,70.49
13/5/2007,71.21,71.21
12/5/2007,71.21,71.21
11/5/2007,71.21,71.21
10/5/2007,70.74,70.74
9/5/2007,70.96,70.96
8/5/2007,70.7,70.7
7/5/2007,71.26,71.26
6/5/2007,71.08,71.08
5/5/2007,71.08,71.08
4/5/2007,71.08,71.08
3/5/2007,70.96,70.96
2/5/2007,70.78,70.78
1/5/2007,70.17,70.17
30/4/2007,46.26,46.26
29/4/2007,46.2,46.2
28/4/2007,46.2,46.2
27/4/2007,46.2,46.2
26/4/2007,45.92,45.92
25/4/2007,46.09,46.09
24/4/2007,45.64,45.64
23/4/2007,46.07,46.07
22/4/2007,45.83,45.83
21/4/2007,45.83,45.83
20/4/2007,45.83,45.83
19/4/2007,45.64,45.64
18/4/2007,45.95,45.95
17/4/2007,46.44,46.44
16/4/2007,46.84,46.84
15/4/2007,46.88,46.88
14/4/2007,46.88,46.88
13/4/2007,46.88,46.88
12/4/2007,46.41,46.41
11/4/2007,46.66,46.66
10/4/2007,46.82,46.82
9/4/2007,47.12,47.12
8/4/2007,47.12,47.12
7/4/2007,47.12,47.12
6/4/2007,47.12,47.12
5/4/2007,47.22,47.22
4/4/2007,46.88,46.88
3/4/2007,46.64,46.64
2/4/2007,46.23,46.23
1/4/2007,46.16,46.16
31/3/2007,32.38,32.38
30/3/2007,32.38,32.38
29/3/2007,32.08,32.08
28/3/2007,31.27,31.27
27/3/2007,31.78,31.78
26/3/2007,31.65,31.65
25/3/2007,32.39,32.39
24/3/2007,32.39,32.39
23/3/2007,32.39,32.39
22/3/2007,31.93,31.93
21/3/2007,31.44,31.44
20/3/2007,30.59,30.59
19/3/2007,29.91,29.91
18/3/2007,29.42,29.42
17/3/2007,29.42,29.42
16/3/2007,29.42,29.42
15/3/2007,29.76,29.76
14/3/2007,28.27,28.27
13/3/2007,30.81,30.81
12/3/2007,31.62,31.62
11/3/2007,32.37,32.37
10/3/2007,32.37,32.37
9/3/2007,32.37,32.37
8/3/2007,31.68,31.68
7/3/2007,31.18,31.18
6/3/2007,30.5,30.5
5/3/2007,29.42,29.42
4/3/2007,30.53,30.53
3/3/2007,30.53,30.53
2/3/2007,30.53,30.53
1/3/2007,30.91,30.91
28/2/2007,34.31,34.31
27/2/2007,35.63,35.63
26/2/2007,37.21,37.21
25/2/2007,37.17,37.17
24/2/2007,37.17,37.17
23/2/2007,37.17,37.17
22/2/2007,36.94,36.94
21/2/2007,36.56,36.56
20/2/2007,36.56,36.56
19/2/2007,36.75,36.75
18/2/2007,36.73,36.73
17/2/2007,36.73,36.73
16/2/2007,36.73,36.73
15/2/2007,36.89,36.89
14/2/2007,36.8,36.8
13/2/2007,36.39,36.39
12/2/2007,36.04,36.04
11/2/2007,36.51,36.51
10/2/2007,36.51,36.51
9/2/2007,36.51,36.51
8/2/2007,36.42,36.42
7/2/2007,36.71,36.71
6/2/2007,36.66,36.66
5/2/2007,36.58,36.58
4/2/2007,36.43,36.43
3/2/2007,36.43,36.43
2/2/2007,36.43,36.43
1/2/2007,36.01,36.01
31/1/2007,36.38,36.38
30/1/2007,36.64,36.64
29/1/2007,36.4,36.4
28/1/2007,36.51,36.51
27/1/2007,36.51,36.51
26/1/2007,36.51,36.51
25/1/2007,36.87,36.87
24/1/2007,37.34,37.34
23/1/2007,36.83,36.83
22/1/2007,36.69,36.69
21/1/2007,37.31,37.31
20/1/2007,37.31,37.31
19/1/2007,37.31,37.31
18/1/2007,36.58,36.58
17/1/2007,36.83,36.83
16/1/2007,37.12,37.12
15/1/2007,37.61,37.61
14/1/2007,37.77,37.77
13/1/2007,37.77,37.77
12/1/2007,37.77,37.77
11/1/2007,37.28,37.28
10/1/2007,36.16,36.16
9/1/2007,36.54,36.54
8/1/2007,36,36
7/1/2007,36.26,36.26
6/1/2007,36.26,36.26
5/1/2007,36.26,36.26
4/1/2007,37.08,37.08
3/1/2007,37.41,37.41
2/1/2007,37.39,37.39
1/1/2007,37.24,37.24
31/12/2006,32.36,32.36
30/12/2006,32.36,32.36
29/12/2006,32.36,32.36
28/12/2006,32.68,32.68
27/12/2006,32.69,32.69
26/12/2006,32.93,32.93
25/12/2006,32.93,32.93
24/12/2006,32.93,32.93
23/12/2006,32.93,32.93
22/12/2006,32.93,32.93
21/12/2006,33.04,33.04
20/12/2006,33.27,33.27
19/12/2006,33.19,33.19
18/12/2006,33.56,33.56
17/12/2006,33.34,33.34
16/12/2006,33.34,33.34
15/12/2006,33.34,33.34
14/12/2006,33.19,33.19
13/12/2006,32.73,32.73
12/12/2006,32.61,32.61
11/12/2006,32.58,32.58
10/12/2006,32.46,32.46
9/12/2006,32.46,32.46
8/12/2006,32.46,32.46
7/12/2006,31.88,31.88
6/12/2006,31.54,31.54
5/12/2006,31.66,31.66
4/12/2006,31.26,31.26
3/12/2006,31.5,31.5
2/12/2006,31.5,31.5
1/12/2006,31.5,31.5
30/11/2006,37.15,37.15
29/11/2006,37.63,37.63
28/11/2006,37.12,37.12
27/11/2006,36.82,36.82
26/11/2006,37.98,37.98
25/11/2006,37.98,37.98
24/11/2006,37.98,37.98
23/11/2006,38.48,38.48
22/11/2006,38.83,38.83
21/11/2006,39,39
20/11/2006,38.65,38.65
19/11/2006,38.39,38.39
18/11/2006,38.39,38.39
17/11/2006,38.39,38.39
16/11/2006,38.46,38.46
15/11/2006,38.21,38.21
14/11/2006,37.94,37.94
13/11/2006,38.37,38.37
12/11/2006,38.49,38.49
11/11/2006,38.49,38.49
10/11/2006,38.49,38.49
9/11/2006,38.5,38.5
8/11/2006,38.66,38.66
7/11/2006,38.56,38.56
6/11/2006,38.48,38.48
5/11/2006,38.21,38.21
4/11/2006,38.21,38.21
3/11/2006,38.21,38.21
2/11/2006,38.05,38.05
1/11/2006,38.27,38.27
31/10/2006,32.31,32.31
30/10/2006,32.24,32.24
29/10/2006,32.68,32.68
28/10/2006,32.68,32.68
27/10/2006,32.68,32.68
26/10/2006,32.28,32.28
25/10/2006,32.03,32.03
24/10/2006,31.76,31.76
23/10/2006,31.47,31.47
22/10/2006,31.17,31.17
21/10/2006,31.17,31.17
20/10/2006,31.17,31.17
19/10/2006,31.13,31.13
18/10/2006,31.06,31.06
17/10/2006,30.49,30.49
16/10/2006,31.13,31.13
15/10/2006,31.34,31.34
14/10/2006,31.34,31.34
13/10/2006,31.34,31.34
12/10/2006,30.99,30.99
11/10/2006,30.6,30.6
10/10/2006,30.51,30.51
9/10/2006,30.41,30.41
8/10/2006,30.5,30.5
7/10/2006,30.5,30.5
6/10/2006,30.5,30.5
5/10/2006,30.67,30.67
4/10/2006,30.57,30.57
3/10/2006,30.12,30.12
2/10/2006,30.37,30.37
1/10/2006,30.31,30.31
30/9/2006,30.36,30.36
29/9/2006,30.36,30.36
28/9/2006,30.35,30.35
27/9/2006,30,30
26/9/2006,29.93,29.93
25/9/2006,29.36,29.36
24/9/2006,29.45,29.45
23/9/2006,29.45,29.45
22/9/2006,29.45,29.45
21/9/2006,30.27,30.27
20/9/2006,29.89,29.89
19/9/2006,29.71,29.71
18/9/2006,30.31,30.31
17/9/2006,29.66,29.66
16/9/2006,29.66,29.66
15/9/2006,29.66,29.66
14/9/2006,29.41,29.41
13/9/2006,29.68,29.68
12/9/2006,29.67,29.67
11/9/2006,28.89,28.89
10/9/2006,29.11,29.11
9/9/2006,29.11,29.11
8/9/2006,29.11,29.11
7/9/2006,28.38,28.38
6/9/2006,29.3,29.3
5/9/2006,29.74,29.74
4/9/2006,29.88,29.88
3/9/2006,29.87,29.87
2/9/2006,29.87,29.87
1/9/2006,29.87,29.87
31/8/2006,24.42,24.42
30/8/2006,24.65,24.65
29/8/2006,24.4,24.4
28/8/2006,24.67,24.67
27/8/2006,25.1,25.1
26/8/2006,25.1,25.1
25/8/2006,25.1,25.1
24/8/2006,24.54,24.54
23/8/2006,24.34,24.34
22/8/2006,24.37,24.37
21/8/2006,24.26,24.26
20/8/2006,24.22,24.22
19/8/2006,24.22,24.22
18/8/2006,24.22,24.22
17/8/2006,24.06,24.06
16/8/2006,23.81,23.81
15/8/2006,23.67,23.67
14/8/2006,23.36,23.36
13/8/2006,23.31,23.31
12/8/2006,23.31,23.31
11/8/2006,23.31,23.31
10/8/2006,22.35,22.35
9/8/2006,22.85,22.85
8/8/2006,21.51,21.51
7/8/2006,21.98,21.98
6/8/2006,22.91,22.91
5/8/2006,22.91,22.91
4/8/2006,22.91,22.91
3/8/2006,22.16,22.16
2/8/2006,22.6,22.6
1/8/2006,21.9,21.9
31/7/2006,20.66,20.66
30/7/2006,21.28,21.28
29/7/2006,21.28,21.28
28/7/2006,21.28,21.28
27/7/2006,20.86,20.86
26/7/2006,20.47,20.47
25/7/2006,19.81,19.81
24/7/2006,19.83,19.83
23/7/2006,19.14,19.14
22/7/2006,19.14,19.14
21/7/2006,19.14,19.14
20/7/2006,19.21,19.21
19/7/2006,19.11,19.11
18/7/2006,17.76,17.76
17/7/2006,17.53,17.53
16/7/2006,17.74,17.74
15/7/2006,17.74,17.74
14/7/2006,17.74,17.74
13/7/2006,18.31,18.31
12/7/2006,19.61,19.61
11/7/2006,19.4,19.4
10/7/2006,20.02,20.02
9/7/2006,19.77,19.77
8/7/2006,19.77,19.77
7/7/2006,19.77,19.77
6/7/2006,19.71,19.71
5/7/2006,19.04,19.04
4/7/2006,19.9,19.9
3/7/2006,20.04,20.04
2/7/2006,19.63,19.63
1/7/2006,19.63,19.63
30/6/2006,8.53,8.53
29/6/2006,8.01,8.01
28/6/2006,7.23,7.23
27/6/2006,7.04,7.04
26/6/2006,7.3,7.3
25/6/2006,7.51,7.51
24/6/2006,7.51,7.51
23/6/2006,7.51,7.51
22/6/2006,7.05,7.05
21/6/2006,6.84,6.84
20/6/2006,6.52,6.52
19/6/2006,5.9,5.9
18/6/2006,5.07,5.07
17/6/2006,5.07,5.07
16/6/2006,5.07,5.07
15/6/2006,5.31,5.31
14/6/2006,3.84,3.84
13/6/2006,3.47,3.47
12/6/2006,4.86,4.86
11/6/2006,5.24,5.24
10/6/2006,5.24,5.24
9/6/2006,5.24,5.24
8/6/2006,3.88,3.88
7/6/2006,5.7,5.7
6/6/2006,4.89,4.89
5/6/2006,6.14,6.14
4/6/2006,6.63,6.63
3/6/2006,6.63,6.63
2/6/2006,6.63,6.63
1/6/2006,6.1,6.1
31/5/2006,8.25,8.25
30/5/2006,7.48,7.48
29/5/2006,9.38,9.38
28/5/2006,9.2,9.2
27/5/2006,9.2,9.2
26/5/2006,9.2,9.2
25/5/2006,8.94,8.94
24/5/2006,7.51,7.51
23/5/2006,9.22,9.22
22/5/2006,7.92,7.92
21/5/2006,10.13,10.13
20/5/2006,10.13,10.13
19/5/2006,10.13,10.13
18/5/2006,9.96,9.96
17/5/2006,10.29,10.29
16/5/2006,11.78,11.78
15/5/2006,11.35,11.35
14/5/2006,12.51,12.51
13/5/2006,12.51,12.51
12/5/2006,12.51,12.51
11/5/2006,13.54,13.54
10/5/2006,13.77,13.77
9/5/2006,13.77,13.77
8/5/2006,13.39,13.39
7/5/2006,13.96,13.96
6/5/2006,13.96,13.96
5/5/2006,13.96,13.96
4/5/2006,13.6,13.6
3/5/2006,13.32,13.32
2/5/2006,13.78,13.78
1/5/2006,13.91,13.91
30/4/2006,23.44,23.44
29/4/2006,23.44,23.44
28/4/2006,23.44,23.44
27/4/2006,23.03,23.03
26/4/2006,23.48,23.48
25/4/2006,23.28,23.28
24/4/2006,23.27,23.27
23/4/2006,23.67,23.67
22/4/2006,23.67,23.67
21/4/2006,23.67,23.67
20/4/2006,23.26,23.26
19/4/2006,23.22,23.22
18/4/2006,23.15,23.15
17/4/2006,23.3,23.3
16/4/2006,23.44,23.44
15/4/2006,23.44,23.44
14/4/2006,23.44,23.44
13/4/2006,23.3,23.3
12/4/2006,23.1,23.1
11/4/2006,23.07,23.07
10/4/2006,23.1,23.1
9/4/2006,23.03,23.03
8/4/2006,23.03,23.03
7/4/2006,23.03,23.03
6/4/2006,22.93,22.93
5/4/2006,22.7,22.7
4/4/2006,22.5,22.5
3/4/2006,22.58,22.58
2/4/2006,22.62,22.62
1/4/2006,22.62,22.62
31/3/2006,11.11,11.11
30/3/2006,11.56,11.56
29/3/2006,11.44,11.44
28/3/2006,11.4,11.4
27/3/2006,11.44,11.44
26/3/2006,12.01,12.01
25/3/2006,12.01,12.01
24/3/2006,12.01,12.01
23/3/2006,11.61,11.61
22/3/2006,11.65,11.65
21/3/2006,11.21,11.21
20/3/2006,11.03,11.03
19/3/2006,11.28,11.28
18/3/2006,11.28,11.28
17/3/2006,11.28,11.28
16/3/2006,11.26,11.26
15/3/2006,11.35,11.35
14/3/2006,11.3,11.3
13/3/2006,11.39,11.39
12/3/2006,11.33,11.33
11/3/2006,11.33,11.33
10/3/2006,11.33,11.33
9/3/2006,11.07,11.07
8/3/2006,10.66,10.66
7/3/2006,10.89,10.89
6/3/2006,11.26,11.26
5/3/2006,11.07,11.07
4/3/2006,11.07,11.07
3/3/2006,11.07,11.07
2/3/2006,11.12,11.12
1/3/2006,11.28,11.28
28/2/2006,11.43,11.43
27/2/2006,11.66,11.66
26/2/2006,11.47,11.47
25/2/2006,11.47,11.47
24/2/2006,11.47,11.47
23/2/2006,11.22,11.22
22/2/2006,11.25,11.25
21/2/2006,11.2,11.2
20/2/2006,11.17,11.17
19/2/2006,10.93,10.93
18/2/2006,10.93,10.93
17/2/2006,10.93,10.93
16/2/2006,10.98,10.98
15/2/2006,10.4,10.4
14/2/2006,10.28,10.28
13/2/2006,10.41,10.41
12/2/2006,10.51,10.51
11/2/2006,10.51,10.51
10/2/2006,10.51,10.51
9/2/2006,10.6,10.6
8/2/2006,10.32,10.32
7/2/2006,10.53,10.53
6/2/2006,10.77,10.77
5/2/2006,10.77,10.77
4/2/2006,10.77,10.77
3/2/2006,10.77,10.77
2/2/2006,10.54,10.54
1/2/2006,11.07,11.07
31/1/2006,8.91,8.91
30/1/2006,9.04,9.04
29/1/2006,9.06,9.06
28/1/2006,9.06,9.06
27/1/2006,9.06,9.06
26/1/2006,8.77,8.77
25/1/2006,8.64,8.64
24/1/2006,8.24,8.24
23/1/2006,7.99,7.99
22/1/2006,8.65,8.65
21/1/2006,8.65,8.65
20/1/2006,8.65,8.65
19/1/2006,8.78,8.78
18/1/2006,8.51,8.51
17/1/2006,8.7,8.7
16/1/2006,9.21,9.21
15/1/2006,9.38,9.38
14/1/2006,9.38,9.38
13/1/2006,9.38,9.38
12/1/2006,9.48,9.48
11/1/2006,9.05,9.05
10/1/2006,8.8,8.8
9/1/2006,9.13,9.13
8/1/2006,9.48,9.48
7/1/2006,9.48,9.48
6/1/2006,9.48,9.48
5/1/2006,9.16,9.16
4/1/2006,9.34,9.34
3/1/2006,9.22,9.22
2/1/2006,9.23,9.23
1/1/2006,9.24,9.24
31/12/2005,3.23,3.23
30/12/2005,3.23,3.23
29/12/2005,3.54,3.54
28/12/2005,3.73,3.73
27/12/2005,4.05,4.05
26/12/2005,4.02,4.02
25/12/2005,4.02,4.02
24/12/2005,4.02,4.02
23/12/2005,4.02,4.02
22/12/2005,3.88,3.88
21/12/2005,4.08,4.08
20/12/2005,3.79,3.79
19/12/2005,3.88,3.88
18/12/2005,4.23,4.23
17/12/2005,4.23,4.23
16/12/2005,4.23,4.23
15/12/2005,3.48,3.48
14/12/2005,3.59,3.59
13/12/2005,3.77,3.77
12/12/2005,3.98,3.98
11/12/2005,4.3,4.3
10/12/2005,4.3,4.3
9/12/2005,4.3,4.3
8/12/2005,4.32,4.32
7/12/2005,3.69,3.69
6/12/2005,3.61,3.61
5/12/2005,3.34,3.34
4/12/2005,3.57,3.57
3/12/2005,3.57,3.57
2/12/2005,3.57,3.57
1/12/2005,3.2,3.2
30/11/2005,-7.76,-7.76
29/11/2005,-7.3,-7.3
28/11/2005,-7.34,-7.34
27/11/2005,-6.93,-6.93
26/11/2005,-6.93,-6.93
25/11/2005,-6.93,-6.93
24/11/2005,-6.99,-6.99
23/11/2005,-7.25,-7.25
22/11/2005,-7.61,-7.61
21/11/2005,-7.72,-7.72
20/11/2005,-8.04,-8.04
19/11/2005,-8.04,-8.04
18/11/2005,-8.04,-8.04
17/11/2005,-7.85,-7.85
16/11/2005,-7.86,-7.86
15/11/2005,-7.38,-7.38
14/11/2005,-7.33,-7.33
13/11/2005,-7.18,-7.18
12/11/2005,-7.18,-7.18
11/11/2005,-7.18,-7.18
10/11/2005,-7.47,-7.47
9/11/2005,-7.65,-7.65
8/11/2005,-7.78,-7.78
7/11/2005,-7.6,-7.6
6/11/2005,-7.75,-7.75
5/11/2005,-7.75,-7.75
4/11/2005,-7.75,-7.75
3/11/2005,-7.77,-7.77
2/11/2005,-8.25,-8.25
1/11/2005,-8.7,-8.7
31/10/2005,-7.18,-7.18
30/10/2005,-7.22,-7.22
29/10/2005,-7.22,-7.22
28/10/2005,-7.22,-7.22
27/10/2005,-7.4,-7.4
26/10/2005,-6.86,-6.86
25/10/2005,-7.38,-7.38
24/10/2005,-7.29,-7.29
23/10/2005,-7.46,-7.46
22/10/2005,-7.46,-7.46
21/10/2005,-7.46,-7.46
20/10/2005,-7.54,-7.54
19/10/2005,-7.8,-7.8
18/10/2005,-6.53,-6.53
17/10/2005,-6.35,-6.35
16/10/2005,-6.3,-6.3
15/10/2005,-6.3,-6.3
14/10/2005,-6.3,-6.3
13/10/2005,-6.74,-6.74
12/10/2005,-6.07,-6.07
11/10/2005,-5.73,-5.73
10/10/2005,-5.75,-5.75
9/10/2005,-5.86,-5.86
8/10/2005,-5.86,-5.86
7/10/2005,-5.86,-5.86
6/10/2005,-5.85,-5.85
5/10/2005,-5.03,-5.03
4/10/2005,-4.57,-4.57
3/10/2005,-4.44,-4.44
2/10/2005,-4.56,-4.56
1/10/2005,-4.56,-4.56
30/9/2005,-4.79,-4.79
29/9/2005,-4.72,-4.72
28/9/2005,-4.52,-4.52
27/9/2005,-4.72,-4.72
26/9/2005,-4.75,-4.75
25/9/2005,-4.91,-4.91
24/9/2005,-4.91,-4.91
23/9/2005,-4.91,-4.91
22/9/2005,-5.26,-5.26
21/9/2005,-5.11,-5.11
20/9/2005,-4.82,-4.82
19/9/2005,-4.63,-4.63
18/9/2005,-4.65,-4.65
17/9/2005,-4.65,-4.65
16/9/2005,-4.65,-4.65
15/9/2005,-4.93,-4.93
14/9/2005,-4.85,-4.85
13/9/2005,-5.23,-5.23
