Security,BBRXBRBL Index                                                  ,
Start Date,26/3/2003 0:00,
End Date,26/3/2020 0:00,
Period,D,
,,
Date,PX_LAST,PX_MID
12/9/2005,-4.72,-4.72
11/9/2005,-4.41,-4.41
10/9/2005,-4.41,-4.41
9/9/2005,-4.41,-4.41
8/9/2005,-4.54,-4.54
7/9/2005,-4.73,-4.73
6/9/2005,-4.71,-4.71
5/9/2005,-4.95,-4.95
4/9/2005,-4.99,-4.99
3/9/2005,-4.99,-4.99
2/9/2005,-4.99,-4.99
1/9/2005,-4.97,-4.97
31/8/2005,2.04,2.04
30/8/2005,1.67,1.67
29/8/2005,1.62,1.62
28/8/2005,1.53,1.53
27/8/2005,1.53,1.53
26/8/2005,1.53,1.53
25/8/2005,1.56,1.56
24/8/2005,1.91,1.91
23/8/2005,1.97,1.97
22/8/2005,2.23,2.23
21/8/2005,2.14,2.14
20/8/2005,2.14,2.14
19/8/2005,2.14,2.14
18/8/2005,1.73,1.73
17/8/2005,1.8,1.8
16/8/2005,2.22,2.22
15/8/2005,2.47,2.47
14/8/2005,2.45,2.45
13/8/2005,2.45,2.45
12/8/2005,2.45,2.45
11/8/2005,2.87,2.87
10/8/2005,3.11,3.11
9/8/2005,2.79,2.79
8/8/2005,2.51,2.51
7/8/2005,2.37,2.37
6/8/2005,2.37,2.37
5/8/2005,2.37,2.37
4/8/2005,2.63,2.63
3/8/2005,2.83,2.83
2/8/2005,3.07,3.07
1/8/2005,2.72,2.72
31/7/2005,6.56,6.56
30/7/2005,6.56,6.56
29/7/2005,6.56,6.56
28/7/2005,6.58,6.58
27/7/2005,6.7,6.7
26/7/2005,6.58,6.58
25/7/2005,5.98,5.98
24/7/2005,5.68,5.68
23/7/2005,5.68,5.68
22/7/2005,5.68,5.68
21/7/2005,5.3,5.3
20/7/2005,5.22,5.22
19/7/2005,5.36,5.36
18/7/2005,5.21,5.21
17/7/2005,5.02,5.02
16/7/2005,5.02,5.02
15/7/2005,5.02,5.02
14/7/2005,5.4,5.4
13/7/2005,5.32,5.32
12/7/2005,4.97,4.97
11/7/2005,5.24,5.24
10/7/2005,5.52,5.52
9/7/2005,5.52,5.52
8/7/2005,5.52,5.52
7/7/2005,3.63,3.63
6/7/2005,5.96,5.96
5/7/2005,5.95,5.95
4/7/2005,6.51,6.51
3/7/2005,6.34,6.34
2/7/2005,6.34,6.34
1/7/2005,6.34,6.34
30/6/2005,4.56,4.56
29/6/2005,4.51,4.51
28/6/2005,4.65,4.65
27/6/2005,3.81,3.81
26/6/2005,4.12,4.12
25/6/2005,4.12,4.12
24/6/2005,4.12,4.12
23/6/2005,4.64,4.64
22/6/2005,4.77,4.77
21/6/2005,4.91,4.91
20/6/2005,4.72,4.72
19/6/2005,4.83,4.83
18/6/2005,4.83,4.83
17/6/2005,4.83,4.83
16/6/2005,4.71,4.71
15/6/2005,4.76,4.76
14/6/2005,5,5
13/6/2005,4.78,4.78
12/6/2005,5.14,5.14
11/6/2005,5.14,5.14
10/6/2005,5.14,5.14
9/6/2005,5.23,5.23
8/6/2005,4.77,4.77
7/6/2005,5.11,5.11
6/6/2005,5.15,5.15
5/6/2005,5.17,5.17
4/6/2005,5.17,5.17
3/6/2005,5.17,5.17
2/6/2005,4.86,4.86
1/6/2005,4.69,4.69
31/5/2005,22.84,22.84
30/5/2005,22.9,22.9
29/5/2005,23.11,23.11
28/5/2005,23.11,23.11
27/5/2005,23.11,23.11
26/5/2005,23.31,23.31
25/5/2005,23.07,23.07
24/5/2005,23.1,23.1
23/5/2005,23.17,23.17
22/5/2005,23.14,23.14
21/5/2005,23.14,23.14
20/5/2005,23.14,23.14
19/5/2005,22.92,22.92
18/5/2005,22.37,22.37
17/5/2005,21.93,21.93
16/5/2005,21.83,21.83
15/5/2005,22.78,22.78
14/5/2005,22.78,22.78
13/5/2005,22.78,22.78
12/5/2005,22.61,22.61
11/5/2005,22.2,22.2
10/5/2005,21.96,21.96
9/5/2005,22.43,22.43
8/5/2005,22.76,22.76
7/5/2005,22.76,22.76
6/5/2005,22.76,22.76
5/5/2005,22.43,22.43
4/5/2005,21.75,21.75
3/5/2005,21.6,21.6
2/5/2005,20.94,20.94
1/5/2005,20.95,20.95
30/4/2005,23.07,23.07
29/4/2005,23.07,23.07
28/4/2005,23.17,23.17
27/4/2005,23.03,23.03
26/4/2005,23.58,23.58
25/4/2005,23.34,23.34
24/4/2005,23.19,23.19
23/4/2005,23.19,23.19
22/4/2005,23.19,23.19
21/4/2005,22.3,22.3
20/4/2005,21.84,21.84
19/4/2005,22.1,22.1
18/4/2005,21.68,21.68
17/4/2005,23.74,23.74
16/4/2005,23.74,23.74
15/4/2005,23.74,23.74
14/4/2005,25.15,25.15
13/4/2005,25.21,25.21
12/4/2005,25.32,25.32
11/4/2005,25.55,25.55
10/4/2005,25.74,25.74
9/4/2005,25.74,25.74
8/4/2005,25.74,25.74
7/4/2005,25.49,25.49
6/4/2005,25.11,25.11
5/4/2005,25.28,25.28
4/4/2005,24.78,24.78
3/4/2005,25.1,25.1
2/4/2005,25.1,25.1
1/4/2005,25.1,25.1
31/3/2005,37.95,37.95
30/3/2005,37.78,37.78
29/3/2005,37.7,37.7
28/3/2005,38.29,38.29
27/3/2005,38.22,38.22
26/3/2005,38.22,38.22
25/3/2005,38.22,38.22
24/3/2005,38.18,38.18
23/3/2005,37.7,37.7
22/3/2005,37.86,37.86
21/3/2005,37.71,37.71
20/3/2005,37.76,37.76
19/3/2005,37.76,37.76
18/3/2005,37.76,37.76
17/3/2005,37.76,37.76
16/3/2005,37.27,37.27
15/3/2005,37.7,37.7
14/3/2005,37.2,37.2
13/3/2005,37.62,37.62
12/3/2005,37.62,37.62
11/3/2005,37.62,37.62
10/3/2005,37.38,37.38
9/3/2005,37.83,37.83
8/3/2005,38.24,38.24
7/3/2005,38.08,38.08
6/3/2005,37.93,37.93
5/3/2005,37.93,37.93
4/3/2005,37.93,37.93
3/3/2005,37.72,37.72
2/3/2005,37.74,37.74
1/3/2005,37.85,37.85
28/2/2005,53.6,53.6
27/2/2005,54.08,54.08
26/2/2005,54.08,54.08
25/2/2005,54.08,54.08
24/2/2005,53.64,53.64
23/2/2005,53.23,53.23
22/2/2005,53.43,53.43
21/2/2005,53.48,53.48
20/2/2005,53.41,53.41
19/2/2005,53.41,53.41
18/2/2005,53.41,53.41
17/2/2005,53.25,53.25
16/2/2005,53.4,53.4
15/2/2005,54.21,54.21
14/2/2005,54.45,54.45
13/2/2005,54.2,54.2
12/2/2005,54.2,54.2
11/2/2005,54.2,54.2
10/2/2005,54.54,54.54
9/2/2005,54.87,54.87
8/2/2005,54.68,54.68
7/2/2005,54.43,54.43
6/2/2005,54.11,54.11
5/2/2005,54.11,54.11
4/2/2005,54.11,54.11
3/2/2005,53.69,53.69
2/2/2005,53.97,53.97
1/2/2005,53.72,53.72
31/1/2005,46.34,46.34
30/1/2005,46.6,46.6
29/1/2005,46.6,46.6
28/1/2005,46.6,46.6
27/1/2005,46.49,46.49
26/1/2005,46.13,46.13
25/1/2005,46.06,46.06
24/1/2005,45.71,45.71
23/1/2005,45.91,45.91
22/1/2005,45.91,45.91
21/1/2005,45.91,45.91
20/1/2005,45.6,45.6
19/1/2005,45.81,45.81
18/1/2005,45.92,45.92
17/1/2005,45.9,45.9
16/1/2005,46.04,46.04
15/1/2005,46.04,46.04
14/1/2005,46.04,46.04
13/1/2005,45.76,45.76
12/1/2005,45.22,45.22
11/1/2005,45.69,45.69
10/1/2005,45.81,45.81
9/1/2005,45.82,45.82
8/1/2005,45.82,45.82
7/1/2005,45.82,45.82
6/1/2005,45.36,45.36
5/1/2005,45.31,45.31
4/1/2005,45.36,45.36
3/1/2005,45.27,45.27
2/1/2005,45.2,45.2
1/1/2005,45.2,45.2
31/12/2004,53.42,53.42
30/12/2004,53.51,53.51
29/12/2004,53.66,53.66
28/12/2004,54.06,54.06
27/12/2004,54.01,54.01
26/12/2004,54.01,54.01
25/12/2004,54.01,54.01
24/12/2004,54.01,54.01
23/12/2004,54.09,54.09
22/12/2004,54,54
21/12/2004,54.41,54.41
20/12/2004,54.25,54.25
19/12/2004,53.97,53.97
18/12/2004,53.97,53.97
17/12/2004,53.97,53.97
16/12/2004,53.99,53.99
15/12/2004,54.03,54.03
14/12/2004,53.19,53.19
13/12/2004,53.28,53.28
12/12/2004,52.61,52.61
11/12/2004,52.61,52.61
10/12/2004,52.61,52.61
9/12/2004,52.52,52.52
8/12/2004,52.51,52.51
7/12/2004,52.57,52.57
6/12/2004,52.35,52.35
5/12/2004,52.64,52.64
4/12/2004,52.64,52.64
3/12/2004,52.64,52.64
2/12/2004,52.37,52.37
1/12/2004,52.39,52.39
30/11/2004,47.59,47.59
29/11/2004,47.93,47.93
28/11/2004,48.11,48.11
27/11/2004,48.11,48.11
26/11/2004,48.11,48.11
25/11/2004,48.15,48.15
24/11/2004,48.18,48.18
23/11/2004,48.28,48.28
22/11/2004,47.98,47.98
21/11/2004,48.04,48.04
20/11/2004,48.04,48.04
19/11/2004,48.04,48.04
18/11/2004,48.27,48.27
17/11/2004,47.87,47.87
16/11/2004,48.21,48.21
15/11/2004,48.27,48.27
14/11/2004,48.58,48.58
13/11/2004,48.58,48.58
12/11/2004,48.58,48.58
11/11/2004,48.3,48.3
10/11/2004,48.23,48.23
9/11/2004,48.22,48.22
8/11/2004,47.75,47.75
7/11/2004,47.91,47.91
6/11/2004,47.91,47.91
5/11/2004,47.91,47.91
4/11/2004,47.78,47.78
3/11/2004,47.8,47.8
2/11/2004,46.96,46.96
1/11/2004,46.73,46.73
31/10/2004,67.08,67.08
30/10/2004,67.08,67.08
29/10/2004,67.08,67.08
28/10/2004,66.83,66.83
27/10/2004,66.56,66.56
26/10/2004,66.86,66.86
25/10/2004,66.54,66.54
24/10/2004,67.76,67.76
23/10/2004,67.76,67.76
22/10/2004,67.76,67.76
21/10/2004,67.27,67.27
20/10/2004,67.16,67.16
19/10/2004,67.67,67.67
18/10/2004,67.51,67.51
17/10/2004,67.22,67.22
16/10/2004,67.22,67.22
15/10/2004,67.22,67.22
14/10/2004,67.71,67.71
13/10/2004,68.1,68.1
12/10/2004,68.16,68.16
11/10/2004,68.24,68.24
10/10/2004,68.36,68.36
9/10/2004,68.36,68.36
8/10/2004,68.36,68.36
7/10/2004,68.52,68.52
6/10/2004,68.36,68.36
5/10/2004,68.45,68.45
4/10/2004,68.65,68.65
3/10/2004,68.51,68.51
2/10/2004,68.51,68.51
1/10/2004,68.51,68.51
30/9/2004,68.96,68.96
29/9/2004,69.24,69.24
28/9/2004,68.78,68.78
27/9/2004,68.52,68.52
26/9/2004,69.11,69.11
25/9/2004,69.11,69.11
24/9/2004,69.11,69.11
23/9/2004,68.26,68.26
22/9/2004,68.57,68.57
21/9/2004,69.28,69.28
20/9/2004,69.08,69.08
19/9/2004,69.61,69.61
18/9/2004,69.61,69.61
17/9/2004,69.61,69.61
16/9/2004,68.61,68.61
15/9/2004,67.82,67.82
14/9/2004,68.05,68.05
13/9/2004,68.18,68.18
12/9/2004,68.31,68.31
11/9/2004,68.31,68.31
10/9/2004,68.31,68.31
9/9/2004,68.02,68.02
8/9/2004,68.17,68.17
7/9/2004,68.11,68.11
6/9/2004,68.28,68.28
5/9/2004,68.63,68.63
4/9/2004,68.63,68.63
3/9/2004,68.63,68.63
2/9/2004,67.91,67.91
1/9/2004,67.7,67.7
31/8/2004,72.8,72.8
30/8/2004,73.36,73.36
29/8/2004,73.33,73.33
28/8/2004,73.33,73.33
27/8/2004,73.33,73.33
26/8/2004,73.04,73.04
25/8/2004,72.16,72.16
24/8/2004,72.38,72.38
23/8/2004,72.14,72.14
22/8/2004,71.94,71.94
21/8/2004,71.94,71.94
20/8/2004,71.94,71.94
19/8/2004,71.56,71.56
18/8/2004,71.59,71.59
17/8/2004,71.57,71.57
16/8/2004,71.44,71.44
15/8/2004,71.38,71.38
14/8/2004,71.38,71.38
13/8/2004,71.38,71.38
12/8/2004,71.63,71.63
11/8/2004,71.45,71.45
10/8/2004,71.81,71.81
9/8/2004,71.53,71.53
8/8/2004,72,72
7/8/2004,72,72
6/8/2004,72,72
5/8/2004,72.57,72.57
4/8/2004,71.99,71.99
3/8/2004,72.39,72.39
2/8/2004,71.95,71.95
1/8/2004,72.38,72.38
31/7/2004,64.15,64.15
30/7/2004,64.15,64.15
29/7/2004,63.91,63.91
28/7/2004,63.58,63.58
27/7/2004,63.31,63.31
26/7/2004,62.87,62.87
25/7/2004,63.43,63.43
24/7/2004,63.43,63.43
23/7/2004,63.43,63.43
22/7/2004,63.18,63.18
21/7/2004,64.14,64.14
20/7/2004,64.1,64.1
19/7/2004,64.01,64.01
18/7/2004,64.43,64.43
17/7/2004,64.43,64.43
16/7/2004,64.43,64.43
15/7/2004,64.13,64.13
14/7/2004,64.19,64.19
13/7/2004,63.94,63.94
12/7/2004,64,64
11/7/2004,64.58,64.58
10/7/2004,64.58,64.58
9/7/2004,64.58,64.58
8/7/2004,64.2,64.2
7/7/2004,62.7,62.7
6/7/2004,62.32,62.32
5/7/2004,63.06,63.06
4/7/2004,63.26,63.26
3/7/2004,63.26,63.26
2/7/2004,63.26,63.26
1/7/2004,63.32,63.32
30/6/2004,57.6,57.6
29/6/2004,57.98,57.98
28/6/2004,57.73,57.73
27/6/2004,57.63,57.63
26/6/2004,57.63,57.63
25/6/2004,57.63,57.63
24/6/2004,57.62,57.62
23/6/2004,57.58,57.58
22/6/2004,57.59,57.59
21/6/2004,58.04,58.04
20/6/2004,57.91,57.91
19/6/2004,57.91,57.91
18/6/2004,57.91,57.91
17/6/2004,57.84,57.84
16/6/2004,57.93,57.93
15/6/2004,57.44,57.44
14/6/2004,56.9,56.9
13/6/2004,58.04,58.04
12/6/2004,58.04,58.04
11/6/2004,58.04,58.04
10/6/2004,57.68,57.68
9/6/2004,57.24,57.24
8/6/2004,57.49,57.49
7/6/2004,57.25,57.25
6/6/2004,56.96,56.96
5/6/2004,56.96,56.96
4/6/2004,56.96,56.96
3/6/2004,56.47,56.47
2/6/2004,56.13,56.13
1/6/2004,56.28,56.28
31/5/2004,60.49,60.49
30/5/2004,60.51,60.51
29/5/2004,60.51,60.51
28/5/2004,60.51,60.51
27/5/2004,60.76,60.76
26/5/2004,60.3,60.3
25/5/2004,60.06,60.06
24/5/2004,60.04,60.04
23/5/2004,59.97,59.97
22/5/2004,59.97,59.97
21/5/2004,59.97,59.97
20/5/2004,59.58,59.58
19/5/2004,60.08,60.08
18/5/2004,59,59
17/5/2004,57.99,57.99
16/5/2004,59.04,59.04
15/5/2004,59.04,59.04
14/5/2004,59.04,59.04
13/5/2004,59.18,59.18
12/5/2004,58.85,58.85
11/5/2004,59.5,59.5
10/5/2004,58.08,58.08
9/5/2004,60.18,60.18
8/5/2004,60.18,60.18
7/5/2004,60.18,60.18
6/5/2004,59.99,59.99
5/5/2004,61.24,61.24
4/5/2004,60.94,60.94
3/5/2004,59.72,59.72
2/5/2004,59.95,59.95
1/5/2004,59.95,59.95
30/4/2004,62.25,62.25
29/4/2004,63.03,63.03
28/4/2004,62.87,62.87
27/4/2004,63.9,63.9
26/4/2004,64,64
25/4/2004,64.03,64.03
24/4/2004,64.03,64.03
23/4/2004,64.03,64.03
22/4/2004,63.53,63.53
21/4/2004,63.28,63.28
20/4/2004,63.34,63.34
19/4/2004,63.81,63.81
18/4/2004,63.62,63.62
17/4/2004,63.62,63.62
16/4/2004,63.62,63.62
15/4/2004,63.55,63.55
14/4/2004,63.72,63.72
13/4/2004,64.08,64.08
12/4/2004,63.78,63.78
11/4/2004,64.44,64.44
10/4/2004,64.44,64.44
9/4/2004,64.44,64.44
8/4/2004,64.51,64.51
7/4/2004,63.81,63.81
6/4/2004,63.73,63.73
5/4/2004,63.88,63.88
4/4/2004,63.63,63.63
3/4/2004,63.63,63.63
2/4/2004,63.63,63.63
1/4/2004,62.76,62.76
31/3/2004,51.48,51.48
30/3/2004,51.55,51.55
29/3/2004,51.68,51.68
28/3/2004,50.84,50.84
27/3/2004,50.84,50.84
26/3/2004,50.84,50.84
25/3/2004,50.62,50.62
24/3/2004,49.31,49.31
23/3/2004,49.43,49.43
22/3/2004,49.21,49.21
21/3/2004,51.69,51.69
20/3/2004,51.69,51.69
19/3/2004,51.69,51.69
18/3/2004,50.66,50.66
17/3/2004,51.76,51.76
16/3/2004,50.29,50.29
15/3/2004,49.66,49.66
14/3/2004,50.51,50.51
13/3/2004,50.51,50.51
12/3/2004,50.51,50.51
11/3/2004,50.57,50.57
10/3/2004,53.19,53.19
9/3/2004,52.92,52.92
8/3/2004,53.62,53.62
7/3/2004,53.23,53.23
6/3/2004,53.23,53.23
5/3/2004,53.23,53.23
4/3/2004,53.36,53.36
3/3/2004,53.23,53.23
2/3/2004,53.44,53.44
1/3/2004,53.1,53.1
29/2/2004,49.61,49.61
28/2/2004,49.61,49.61
27/2/2004,49.61,49.61
26/2/2004,49.87,49.87
25/2/2004,49.38,49.38
24/2/2004,48.89,48.89
23/2/2004,49.29,49.29
22/2/2004,49.59,49.59
21/2/2004,49.59,49.59
20/2/2004,49.59,49.59
19/2/2004,50.51,50.51
18/2/2004,50.21,50.21
17/2/2004,50.01,50.01
16/2/2004,49.96,49.96
15/2/2004,50.25,50.25
14/2/2004,50.25,50.25
13/2/2004,50.25,50.25
12/2/2004,49.97,49.97
11/2/2004,49.35,49.35
10/2/2004,50.4,50.4
9/2/2004,50.28,50.28
8/2/2004,49.63,49.63
7/2/2004,49.63,49.63
6/2/2004,49.63,49.63
5/2/2004,49.3,49.3
4/2/2004,49.25,49.25
3/2/2004,48.68,48.68
2/2/2004,48.33,48.33
1/2/2004,48.64,48.64
31/1/2004,44.71,44.71
30/1/2004,44.71,44.71
29/1/2004,44.32,44.32
28/1/2004,45.46,45.46
27/1/2004,45.46,45.46
26/1/2004,45.51,45.51
25/1/2004,45.78,45.78
24/1/2004,45.78,45.78
23/1/2004,45.78,45.78
22/1/2004,46.17,46.17
21/1/2004,46.48,46.48
20/1/2004,46.44,46.44
19/1/2004,46.71,46.71
18/1/2004,47.25,47.25
17/1/2004,47.25,47.25
16/1/2004,47.25,47.25
15/1/2004,46.55,46.55
14/1/2004,46.33,46.33
13/1/2004,45.56,45.56
12/1/2004,45.39,45.39
11/1/2004,45.96,45.96
10/1/2004,45.96,45.96
9/1/2004,45.96,45.96
8/1/2004,46.28,46.28
7/1/2004,46.1,46.1
6/1/2004,45.92,45.92
5/1/2004,45.75,45.75
4/1/2004,46.06,46.06
3/1/2004,46.06,46.06
2/1/2004,46.06,46.06
1/1/2004,46.27,46.27
31/12/2003,33.02,33.02
30/12/2003,33.08,33.08
29/12/2003,33.12,33.12
28/12/2003,33.37,33.37
27/12/2003,33.37,33.37
26/12/2003,33.37,33.37
25/12/2003,33.37,33.37
24/12/2003,33.37,33.37
23/12/2003,33.4,33.4
22/12/2003,33.42,33.42
21/12/2003,33.69,33.69
20/12/2003,33.69,33.69
19/12/2003,33.69,33.69
18/12/2003,33.03,33.03
17/12/2003,32.96,32.96
16/12/2003,32.82,32.82
15/12/2003,32.79,32.79
14/12/2003,32.72,32.72
13/12/2003,32.72,32.72
12/12/2003,32.72,32.72
11/12/2003,32.33,32.33
10/12/2003,32.17,32.17
9/12/2003,32.93,32.93
8/12/2003,32.49,32.49
7/12/2003,32.63,32.63
6/12/2003,32.63,32.63
5/12/2003,32.63,32.63
4/12/2003,32.79,32.79
3/12/2003,32.25,32.25
2/12/2003,32.3,32.3
1/12/2003,32.66,32.66
30/11/2003,20.23,20.23
29/11/2003,20.23,20.23
28/11/2003,20.23,20.23
27/11/2003,20.69,20.69
26/11/2003,20.68,20.68
25/11/2003,20.47,20.47
24/11/2003,20.27,20.27
23/11/2003,19.12,19.12
22/11/2003,19.12,19.12
21/11/2003,19.12,19.12
20/11/2003,18.17,18.17
19/11/2003,18.73,18.73
18/11/2003,19.53,19.53
17/11/2003,19.38,19.38
16/11/2003,20.64,20.64
15/11/2003,20.64,20.64
14/11/2003,20.64,20.64
13/11/2003,20.62,20.62
12/11/2003,20.53,20.53
11/11/2003,19.99,19.99
10/11/2003,20.14,20.14
9/11/2003,20.67,20.67
8/11/2003,20.67,20.67
7/11/2003,20.67,20.67
6/11/2003,20.41,20.41
5/11/2003,20.16,20.16
4/11/2003,20.45,20.45
3/11/2003,20.6,20.6
2/11/2003,20.54,20.54
1/11/2003,20.54,20.54
31/10/2003,20.18,20.18
30/10/2003,19.95,19.95
29/10/2003,19.45,19.45
28/10/2003,19.18,19.18
27/10/2003,18.67,18.67
26/10/2003,18.3,18.3
25/10/2003,18.3,18.3
24/10/2003,18.3,18.3
23/10/2003,17.53,17.53
22/10/2003,18.43,18.43
21/10/2003,19.44,19.44
20/10/2003,18.98,18.98
19/10/2003,19.42,19.42
18/10/2003,19.42,19.42
17/10/2003,19.42,19.42
16/10/2003,19.83,19.83
15/10/2003,19.21,19.21
14/10/2003,19.33,19.33
13/10/2003,19.71,19.71
12/10/2003,19.5,19.5
11/10/2003,19.5,19.5
10/10/2003,19.5,19.5
9/10/2003,19.07,19.07
8/10/2003,17.74,17.74
7/10/2003,17.22,17.22
6/10/2003,17.58,17.58
5/10/2003,17.94,17.94
4/10/2003,17.94,17.94
3/10/2003,17.94,17.94
2/10/2003,16.81,16.81
1/10/2003,16.54,16.54
30/9/2003,9.32,9.32
29/9/2003,10.62,10.62
28/9/2003,10.68,10.68
27/9/2003,10.68,10.68
26/9/2003,10.68,10.68
25/9/2003,11.08,11.08
24/9/2003,11.68,11.68
23/9/2003,11.39,11.39
22/9/2003,11.66,11.66
21/9/2003,12.69,12.69
20/9/2003,12.69,12.69
19/9/2003,12.69,12.69
18/9/2003,13.93,13.93
17/9/2003,13.33,13.33
16/9/2003,13.24,13.24
15/9/2003,13.01,13.01
14/9/2003,13.3,13.3
13/9/2003,13.3,13.3
12/9/2003,13.3,13.3
11/9/2003,12.76,12.76
10/9/2003,12.98,12.98
9/9/2003,12.86,12.86
8/9/2003,13.65,13.65
7/9/2003,13.52,13.52
6/9/2003,13.52,13.52
5/9/2003,13.52,13.52
4/9/2003,13.38,13.38
3/9/2003,13.24,13.24
2/9/2003,13.69,13.69
1/9/2003,13.84,13.84
31/8/2003,5.27,5.27
30/8/2003,5.27,5.27
29/8/2003,5.27,5.27
28/8/2003,5.48,5.48
27/8/2003,5.18,5.18
26/8/2003,4.59,4.59
25/8/2003,4.97,4.97
24/8/2003,5.51,5.51
23/8/2003,5.51,5.51
22/8/2003,5.51,5.51
21/8/2003,4.97,4.97
20/8/2003,4.99,4.99
19/8/2003,5.24,5.24
18/8/2003,5.16,5.16
17/8/2003,4.91,4.91
16/8/2003,4.91,4.91
15/8/2003,4.91,4.91
14/8/2003,4.32,4.32
13/8/2003,4.22,4.22
12/8/2003,4.47,4.47
11/8/2003,4.4,4.4
10/8/2003,4.06,4.06
9/8/2003,4.06,4.06
8/8/2003,4.06,4.06
7/8/2003,2.52,2.52
6/8/2003,2.42,2.42
5/8/2003,4.22,4.22
4/8/2003,3.6,3.6
3/8/2003,4.84,4.84
2/8/2003,4.84,4.84
1/8/2003,4.84,4.84
31/7/2003,-1.51,-1.51
30/7/2003,-1.32,-1.32
29/7/2003,-1.61,-1.61
28/7/2003,-1.65,-1.65
27/7/2003,-1.52,-1.52
26/7/2003,-1.52,-1.52
25/7/2003,-1.52,-1.52
24/7/2003,-1.58,-1.58
23/7/2003,-1.77,-1.77
22/7/2003,-2.17,-2.17
21/7/2003,-2.44,-2.44
20/7/2003,-2.27,-2.27
19/7/2003,-2.27,-2.27
18/7/2003,-2.27,-2.27
17/7/2003,-2.69,-2.69
16/7/2003,-2.86,-2.86
15/7/2003,-2.43,-2.43
14/7/2003,-2.32,-2.32
13/7/2003,-2.34,-2.34
12/7/2003,-2.34,-2.34
11/7/2003,-2.34,-2.34
10/7/2003,-3.28,-3.28
9/7/2003,-3.07,-3.07
8/7/2003,-2.84,-2.84
7/7/2003,-2.85,-2.85
6/7/2003,-2.82,-2.82
5/7/2003,-2.82,-2.82
4/7/2003,-2.82,-2.82
3/7/2003,-3.26,-3.26
2/7/2003,-3.7,-3.7
1/7/2003,-4.27,-4.27
30/6/2003,-5.66,-5.66
29/6/2003,-4.68,-4.68
28/6/2003,-4.68,-4.68
27/6/2003,-4.68,-4.68
26/6/2003,-5.33,-5.33
25/6/2003,-5.54,-5.54
24/6/2003,-5.49,-5.49
23/6/2003,-5.32,-5.32
22/6/2003,-4.26,-4.26
21/6/2003,-4.26,-4.26
20/6/2003,-4.26,-4.26
19/6/2003,-5.59,-5.59
18/6/2003,-4.72,-4.72
17/6/2003,-5.31,-5.31
16/6/2003,-5.03,-5.03
15/6/2003,-5.01,-5.01
14/6/2003,-5.01,-5.01
13/6/2003,-5.01,-5.01
12/6/2003,-5.23,-5.23
11/6/2003,-5.51,-5.51
10/6/2003,-6.03,-6.03
9/6/2003,-6.77,-6.77
8/6/2003,-6.05,-6.05
7/6/2003,-6.05,-6.05
6/6/2003,-6.05,-6.05
5/6/2003,-6.75,-6.75
4/6/2003,-6.43,-6.43
3/6/2003,-6.58,-6.58
2/6/2003,-6.2,-6.2
1/6/2003,-6.39,-6.39
31/5/2003,-16.77,-16.77
30/5/2003,-16.77,-16.77
29/5/2003,-16.77,-16.77
28/5/2003,-17.02,-17.02
27/5/2003,-17.39,-17.39
26/5/2003,-18.92,-18.92
25/5/2003,-18.78,-18.78
24/5/2003,-18.78,-18.78
23/5/2003,-18.78,-18.78
22/5/2003,-17.96,-17.96
21/5/2003,-18.75,-18.75
20/5/2003,-17.56,-17.56
19/5/2003,-18.21,-18.21
18/5/2003,-16.14,-16.14
17/5/2003,-16.14,-16.14
16/5/2003,-16.14,-16.14
15/5/2003,-16.4,-16.4
14/5/2003,-16.88,-16.88
13/5/2003,-17.46,-17.46
12/5/2003,-17.87,-17.87
11/5/2003,-17.85,-17.85
10/5/2003,-17.85,-17.85
9/5/2003,-17.85,-17.85
8/5/2003,-19.03,-19.03
7/5/2003,-17.04,-17.04
6/5/2003,-16.57,-16.57
5/5/2003,-16.36,-16.36
4/5/2003,-16.49,-16.49
3/5/2003,-16.49,-16.49
2/5/2003,-16.49,-16.49
1/5/2003,-17.15,-17.15
30/4/2003,-21.65,-21.65
29/4/2003,-21.62,-21.62
28/4/2003,-21.77,-21.77
27/4/2003,-22.46,-22.46
26/4/2003,-22.46,-22.46
25/4/2003,-22.46,-22.46
24/4/2003,-22.55,-22.55
23/4/2003,-21.95,-21.95
22/4/2003,-22.42,-22.42
21/4/2003,-20.9,-20.9
20/4/2003,-20.9,-20.9
19/4/2003,-20.9,-20.9
18/4/2003,-20.9,-20.9
17/4/2003,-21.26,-21.26
16/4/2003,-21.69,-21.69
15/4/2003,-20.86,-20.86
14/4/2003,-22.41,-22.41
13/4/2003,-24.16,-24.16
12/4/2003,-24.16,-24.16
11/4/2003,-24.16,-24.16
10/4/2003,-25.37,-25.37
9/4/2003,-24.91,-24.91
8/4/2003,-26.35,-26.35
7/4/2003,-26.22,-26.22
6/4/2003,-27.28,-27.28
5/4/2003,-27.28,-27.28
4/4/2003,-27.28,-27.28
3/4/2003,-28.57,-28.57
2/4/2003,-28.66,-28.66
1/4/2003,-29.44,-29.44
31/3/2003,-31.73,-31.73
30/3/2003,-29.75,-29.75
29/3/2003,-29.75,-29.75
28/3/2003,-29.75,-29.75
27/3/2003,-30.15,-30.15
26/3/2003,-30.04,-30.04
